"cocina" "lavanderia" "aireacondicionado" "total" "pct_usodia" "pct_usonoche" "antiguedad" "mora" "llamadas0" "llamadas1" "llamadas2" "llamadas3" "Region1" "Region2" "Region3" "usaapp" "puntopago" "kmm$cluster"
49 73 43 165 0.12 0.88 53 1 0 0 1 0 0 1 0 0 3 4
44 73 35 152 0.19 0.81 46 1 0 0 0 1 0 1 0 0 1 3
26 101 15 142 0.13 0.87 49 0 1 0 0 0 0 1 0 0 1 2
38 70 23 131 0.79 0.21 49 0 1 0 0 0 0 0 1 1 1 2
54 70 47 171 0.87 0.13 34 0 0 0 1 0 0 0 1 0 1 4
47 48 38 133 0.92 0.08 36 0 0 1 0 0 0 1 0 0 1 1
53 65 43 161 0.76 0.24 58 0 0 0 1 0 0 1 0 0 1 4
45 72 34 151 0.78 0.22 37 0 0 0 1 0 0 1 0 0 2 4
35 101 9 145 0.17 0.83 58 1 1 0 0 0 0 1 0 1 3 2
38 78 42 158 0.11 0.89 38 0 0 0 0 1 0 1 0 1 1 3
52 53 45 150 0.7 0.3 54 0 0 1 0 0 0 1 0 0 1 1
37 71 45 153 0.74 0.26 45 0 0 1 0 0 0 0 1 0 1 1
37 71 45 153 0.74 0.26 45 0 0 1 0 0 0 0 1 0 1 1
49 58 32 139 0.9 0.1 25 0 0 1 0 0 0 1 0 1 1 1
46 56 37 139 0.89 0.11 29 0 0 1 0 0 0 0 1 1 1 1
35 72 23 130 0.73 0.27 39 0 0 0 1 0 0 1 0 0 1 4
52 47 36 135 0.8 0.2 40 0 0 1 0 0 0 0 1 1 1 1
39 58 37 134 0.86 0.14 40 0 0 0 1 0 0 0 1 0 1 4
41 61 45 147 0.18 0.82 44 1 0 0 0 1 0 0 1 0 3 3
53 65 20 138 0.75 0.25 40 0 0 0 1 0 0 1 0 0 3 4
40 45 42 127 0.74 0.26 42 0 0 1 0 0 0 1 0 0 2 1
52 61 34 147 0.91 0.09 24 0 0 1 0 0 1 0 0 0 1 1
27 110 12 149 0.78 0.22 33 0 1 0 0 0 0 1 0 0 1 2
20 36 9 65 0.24 0.76 52 0 0 0 1 0 0 1 0 0 3 3
36 79 43 158 0.16 0.84 35 0 0 0 1 0 0 1 0 0 3 4
29 98 15 142 0.73 0.27 29 0 1 0 0 0 1 0 0 0 3 2
31 97 10 138 0.73 0.27 44 0 1 0 0 0 1 0 0 0 3 2
20 28 9 57 0.24 0.76 45 1 0 0 0 1 0 1 0 0 2 3
30 106 10 146 0.77 0.23 52 0 1 0 0 0 1 0 0 1 1 2
44 52 33 129 0.71 0.29 47 0 0 1 0 0 1 0 0 0 2 1
28 98 10 136 0.77 0.23 44 0 1 0 0 0 0 1 0 0 3 2
46 71 40 157 0.15 0.85 53 1 0 0 1 0 0 1 0 1 1 4
48 57 47 152 0.95 0.05 32 0 0 0 1 0 0 0 1 1 2 4
49 49 40 138 0.73 0.27 46 0 0 0 1 0 0 1 0 1 2 4
23 23 13 59 0.26 0.74 26 0 0 0 1 0 0 0 1 0 1 3
49 66 24 139 0.73 0.27 43 0 0 0 1 0 1 0 0 1 1 4
45 54 26 125 0.78 0.22 48 0 0 1 0 0 0 1 0 0 4 1
24 22 10 56 0.25 0.75 49 0 0 0 0 1 0 1 0 1 1 3
41 68 32 141 0.78 0.22 54 0 0 1 0 0 0 0 1 1 1 1
30 102 15 147 0.18 0.82 48 0 1 0 0 0 0 1 0 0 2 2
47 49 33 129 0.78 0.22 51 0 0 1 0 0 0 1 0 1 4 1
37 76 29 142 0.17 0.83 37 1 0 0 0 1 0 1 0 0 3 3
44 54 41 139 0.71 0.29 56 0 0 1 0 0 1 0 0 0 2 1
27 110 12 149 0.78 0.22 33 0 1 0 0 0 0 1 0 0 1 2
27 103 15 145 0.75 0.25 24 0 1 0 0 0 0 1 0 0 3 2
42 60 39 141 0.92 0.08 36 0 0 1 0 0 1 0 0 0 3 1
52 57 39 148 0.9 0.1 39 0 0 1 0 0 1 0 0 1 1 1
54 59 32 145 0.75 0.25 58 0 0 1 0 0 1 0 0 1 4 1
49 73 43 165 0.12 0.88 53 1 0 0 1 0 0 1 0 0 3 4
54 55 36 145 0.77 0.23 44 0 0 1 0 0 1 0 0 1 1 1
36 77 29 142 0.8 0.2 40 0 0 0 1 0 0 1 0 1 3 4
27 106 13 146 0.8 0.2 38 0 1 0 0 0 0 1 0 0 3 2
39 58 37 134 0.86 0.14 40 0 0 0 1 0 0 0 1 0 1 4
28 101 13 142 0.77 0.23 55 0 0 1 0 0 0 1 0 0 1 2
53 57 36 146 0.77 0.23 40 0 0 0 1 0 0 0 1 0 1 4
29 98 12 139 0.73 0.27 32 1 0 1 0 0 1 0 0 1 1 2
52 61 34 147 0.91 0.09 24 0 0 1 0 0 1 0 0 0 1 1
25 30 12 67 0.2 0.8 47 1 0 0 0 1 0 1 0 0 2 3
53 55 45 153 0.73 0.27 43 0 0 0 1 0 0 0 1 0 1 4
52 47 36 135 0.8 0.2 40 0 0 1 0 0 0 0 1 1 1 1
32 102 15 149 0.79 0.21 47 0 0 1 0 0 0 1 0 0 1 2
52 80 32 164 0.74 0.26 29 0 0 1 0 0 1 0 0 0 3 1
51 55 39 145 0.78 0.22 44 0 0 0 1 0 0 1 0 0 2 4
53 80 53 186 0.72 0.28 47 0 0 1 0 0 0 0 1 0 1 1
46 55 36 137 0.75 0.25 45 0 0 1 0 0 0 1 0 0 1 1
44 65 43 152 0.76 0.24 56 0 0 1 0 0 1 0 0 0 1 1
49 79 33 161 0.74 0.26 49 0 0 1 0 0 0 0 1 1 3 1
44 51 40 135 0.75 0.25 53 0 0 0 1 0 0 0 1 1 3 4
52 51 35 138 0.71 0.29 48 0 0 0 1 0 0 0 1 0 2 4
36 74 32 142 0.75 0.25 53 0 0 1 0 0 1 0 0 0 3 1
45 72 34 151 0.78 0.22 37 0 0 0 1 0 0 1 0 0 2 4
40 45 42 127 0.74 0.26 42 0 0 1 0 0 0 1 0 0 2 1
55 48 40 143 0.76 0.24 42 0 0 1 0 0 1 0 0 0 1 1
59 47 26 132 0.95 0.05 34 0 0 1 0 0 0 1 0 0 3 1
22 25 11 58 0.26 0.74 57 1 0 0 1 0 1 0 0 1 3 3
54 60 40 154 0.76 0.24 49 0 0 1 0 0 0 1 0 0 1 1
52 59 35 146 0.77 0.23 41 0 0 1 0 0 0 0 1 0 1 1
22 34 14 70 0.2 0.8 32 0 0 0 0 1 0 1 0 0 3 3
43 80 47 170 0.74 0.26 45 0 0 1 0 0 0 0 1 0 3 1
53 69 23 145 0.74 0.26 49 0 1 0 0 0 0 0 1 0 4 2
46 50 40 136 0.75 0.25 54 0 0 0 1 0 0 1 0 0 3 4
52 67 41 160 0.75 0.25 46 0 1 0 0 0 1 0 0 0 3 2
33 66 23 122 0.77 0.23 54 0 1 0 0 0 0 1 0 0 1 2
29 101 11 141 0.78 0.22 37 0 0 1 0 0 1 0 0 1 1 2
23 36 9 68 0.25 0.75 40 0 0 0 0 1 0 1 0 1 1 3
37 76 29 142 0.17 0.83 37 1 0 0 0 1 0 1 0 0 3 3
39 46 45 130 0.9 0.1 31 0 0 1 0 0 0 1 0 0 3 1
52 67 41 160 0.75 0.25 46 0 1 0 0 0 1 0 0 0 3 2
34 70 32 136 0.8 0.2 41 0 0 1 0 0 0 0 1 0 2 1
40 61 40 141 0.71 0.29 56 0 0 1 0 0 1 0 0 0 3 1
48 52 44 144 0.89 0.11 25 0 0 0 1 0 0 1 0 0 3 4
22 25 11 58 0.26 0.74 57 1 0 0 1 0 1 0 0 1 3 3
47 48 33 128 0.77 0.23 46 0 0 0 1 0 0 1 0 0 1 4
44 71 51 166 0.78 0.22 47 0 0 0 1 0 0 1 0 1 3 4
35 74 28 137 0.74 0.26 49 0 1 0 0 0 0 0 1 0 1 2
54 59 32 145 0.75 0.25 58 0 0 1 0 0 1 0 0 1 4 1
54 59 32 145 0.75 0.25 58 0 0 1 0 0 1 0 0 1 4 1
26 96 10 132 0.75 0.25 57 0 1 0 0 0 1 0 0 0 4 2
20 25 13 58 0.29 0.71 36 0 0 0 1 0 0 1 0 0 3 3
38 70 23 131 0.79 0.21 49 0 1 0 0 0 0 0 1 1 1 2
40 51 42 133 0.93 0.07 37 0 0 1 0 0 0 1 0 1 3 1
49 58 32 139 0.9 0.1 25 0 0 1 0 0 0 1 0 1 1 1
46 56 37 139 0.74 0.26 49 0 0 1 0 0 0 0 1 0 3 1
22 33 12 67 0.26 0.74 56 0 0 0 0 1 0 1 0 0 1 3
25 28 9 62 0.28 0.72 46 0 0 0 1 0 1 0 0 0 1 3
50 72 29 151 0.15 0.85 46 0 0 0 1 0 0 1 0 0 1 4
36 74 32 142 0.75 0.25 53 0 0 1 0 0 1 0 0 0 3 1
33 112 9 154 0.75 0.25 47 0 1 0 0 0 0 1 0 0 1 2
26 101 15 142 0.13 0.87 49 0 1 0 0 0 0 1 0 0 1 2
29 111 14 154 0.79 0.21 47 0 1 0 0 0 0 1 0 0 3 2
39 75 42 156 0.78 0.22 33 0 0 0 1 0 0 0 1 1 2 4
34 98 14 146 0.16 0.84 37 0 0 1 0 0 1 0 0 0 1 2
44 65 43 152 0.76 0.24 56 0 0 1 0 0 1 0 0 0 1 1
47 59 36 142 0.93 0.07 36 0 0 1 0 0 0 0 1 0 2 1
55 47 43 145 0.73 0.27 43 0 0 1 0 0 0 0 1 0 1 1
48 66 31 145 0.19 0.81 42 0 0 0 1 0 0 1 0 0 1 4
42 78 54 174 0.73 0.27 43 0 1 0 0 0 1 0 0 0 1 2
53 48 40 141 0.72 0.28 54 0 0 1 0 0 0 0 1 0 1 1
45 68 46 159 0.78 0.22 47 0 0 1 0 0 0 0 1 0 1 1
39 75 42 156 0.78 0.22 33 0 0 0 1 0 0 0 1 1 2 4
34 107 14 155 0.71 0.29 57 0 0 1 0 0 1 0 0 0 2 2
43 71 24 138 0.76 0.24 37 0 0 1 0 0 0 1 0 0 1 1
45 50 44 139 0.75 0.25 47 0 0 1 0 0 0 0 1 0 1 1
51 76 35 162 0.73 0.27 53 0 1 0 0 0 0 0 1 0 1 2
47 46 35 128 0.9 0.1 25 0 0 1 0 0 0 1 0 1 2 1
30 103 13 146 0.19 0.81 34 0 0 1 0 0 0 1 0 0 1 2
35 106 15 156 0.74 0.26 46 0 1 0 0 0 0 0 1 1 1 2
51 76 40 167 0.77 0.23 43 0 0 1 0 0 0 1 0 0 1 1
44 47 45 136 0.86 0.14 38 0 0 1 0 0 0 0 1 0 3 1
20 25 13 58 0.29 0.71 36 0 0 0 1 0 0 1 0 0 3 3
25 108 10 143 0.16 0.84 48 0 1 0 0 0 0 1 0 1 1 2
53 71 44 168 0.7 0.3 52 0 0 1 0 0 0 1 0 1 3 1
49 69 28 146 0.77 0.23 51 0 0 1 0 0 1 0 0 0 1 1
49 55 34 138 0.18 0.82 48 0 0 0 1 0 0 1 0 0 3 4
42 49 30 121 0.76 0.24 46 0 0 0 1 0 0 0 1 0 1 4
27 110 12 149 0.78 0.22 33 0 1 0 0 0 0 1 0 0 1 2
62 59 45 166 0.19 0.81 51 0 0 0 0 1 0 1 0 0 3 4
35 112 10 157 0.13 0.87 36 0 1 0 0 0 0 1 0 0 1 2
51 61 38 150 0.71 0.29 57 0 0 1 0 0 1 0 0 0 1 1
22 34 14 70 0.2 0.8 32 0 0 0 0 1 0 1 0 0 3 3
47 61 33 141 0.87 0.13 29 0 0 0 1 0 0 0 1 0 1 4
38 79 21 138 0.77 0.23 50 0 0 0 1 0 0 0 1 0 1 4
48 64 24 136 0.15 0.85 50 1 0 0 0 1 0 1 0 0 3 3
49 76 30 155 0.79 0.21 47 0 0 1 0 0 1 0 0 0 1 1
47 48 38 133 0.92 0.08 36 0 0 1 0 0 0 1 0 0 1 1
44 71 51 166 0.78 0.22 47 0 0 0 1 0 0 1 0 1 3 4
34 66 45 145 0.72 0.28 43 0 1 0 0 0 0 1 0 1 1 2
37 76 29 142 0.17 0.83 37 1 0 0 0 1 0 1 0 0 3 3
35 111 10 156 0.15 0.85 57 0 1 0 0 0 0 1 0 0 2 2
23 32 9 64 0.24 0.76 54 0 0 0 0 1 0 1 0 0 2 3
35 112 10 157 0.13 0.87 36 0 1 0 0 0 0 1 0 0 1 2
24 28 14 66 0.21 0.79 46 1 0 0 0 1 0 1 0 0 1 3
30 106 10 146 0.77 0.23 52 0 1 0 0 0 1 0 0 1 1 2
28 110 15 153 0.72 0.28 50 0 0 1 0 0 0 1 0 0 3 2
44 47 45 136 0.86 0.14 38 0 0 1 0 0 0 0 1 0 3 1
54 67 38 159 0.72 0.28 55 0 0 1 0 0 1 0 0 1 2 1
46 58 29 133 0.92 0.08 37 0 0 0 1 0 0 0 1 1 1 4
35 72 23 130 0.73 0.27 39 0 0 0 1 0 0 1 0 0 1 4
41 61 45 147 0.18 0.82 44 1 0 0 0 1 0 0 1 0 3 3
54 58 22 134 0.87 0.13 34 0 0 0 1 0 0 1 0 0 1 4
19 25 11 55 0.3 0.7 31 0 0 0 0 1 0 1 0 0 1 3
32 75 34 141 0.11 0.89 42 0 0 0 0 1 0 1 0 0 1 3
23 34 10 67 0.29 0.71 39 1 0 0 0 1 0 1 0 0 3 3
47 50 42 139 0.73 0.27 49 0 0 0 1 0 1 0 0 1 1 4
49 64 21 134 0.9 0.1 26 0 0 0 1 0 0 1 0 0 2 4
52 68 46 166 0.8 0.2 56 1 0 1 0 0 0 0 1 0 1 1
50 47 34 131 0.7 0.3 40 0 0 1 0 0 0 1 0 1 4 1
43 60 41 144 0.73 0.27 56 0 0 0 1 0 1 0 0 1 3 4
37 71 45 153 0.74 0.26 45 0 0 1 0 0 0 0 1 0 1 1
28 101 11 140 0.19 0.81 41 0 1 0 0 0 0 1 0 1 1 2
48 77 42 167 0.76 0.24 58 0 1 0 0 0 1 0 0 0 1 2
33 72 38 143 0.78 0.22 43 0 0 1 0 0 0 1 0 0 3 1
39 62 44 145 0.89 0.11 28 0 0 0 1 0 0 0 1 1 3 4
48 58 42 148 0.92 0.08 39 0 0 1 0 0 0 0 1 0 1 1
49 64 21 134 0.9 0.1 26 0 0 0 1 0 0 1 0 0 2 4
44 66 48 158 0.72 0.28 37 0 0 1 0 0 1 0 0 0 3 1
47 56 41 144 0.78 0.22 50 0 0 1 0 0 1 0 0 0 3 1
39 51 35 125 0.73 0.27 42 0 0 1 0 0 1 0 0 0 2 1
38 75 34 147 0.14 0.86 49 0 0 0 1 0 0 1 0 1 1 4
52 79 32 163 0.75 0.25 56 0 0 0 1 0 0 0 1 0 1 4
51 60 35 146 0.88 0.12 22 0 0 1 0 0 0 0 1 0 1 1
53 46 37 136 0.78 0.22 46 0 0 1 0 0 1 0 0 0 4 1
40 80 21 141 0.78 0.22 33 0 0 1 0 0 1 0 0 0 3 1
38 72 53 163 0.71 0.29 44 0 1 0 0 0 1 0 0 0 3 2
31 96 9 136 0.71 0.29 50 0 1 0 0 0 1 0 0 0 2 2
54 67 38 159 0.72 0.28 55 0 0 1 0 0 1 0 0 1 2 1
42 66 35 143 0.14 0.86 58 1 0 0 1 0 0 0 1 0 1 4
45 72 19 136 0.77 0.23 56 0 1 0 0 0 0 0 1 0 3 2
25 108 9 142 0.73 0.27 43 0 0 1 0 0 0 0 1 0 1 2
39 68 28 135 0.16 0.84 44 0 0 0 1 0 0 1 0 1 3 4
52 48 36 136 0.78 0.22 45 0 0 1 0 0 0 0 1 1 1 1
24 35 15 74 0.21 0.79 36 1 0 0 0 1 0 0 1 0 1 3
28 108 9 145 0.76 0.24 51 1 1 0 0 0 1 0 0 0 3 2
35 74 28 137 0.74 0.26 49 0 1 0 0 0 0 0 1 0 1 2
30 102 15 147 0.18 0.82 48 0 1 0 0 0 0 1 0 0 2 2
29 112 13 154 0.17 0.83 37 0 1 0 0 0 0 1 0 1 4 2
36 74 32 142 0.75 0.25 53 0 0 1 0 0 1 0 0 0 3 1
44 48 48 140 0.89 0.11 25 0 0 0 1 0 1 0 0 1 3 4
48 66 31 145 0.19 0.81 42 0 0 0 1 0 0 1 0 0 1 4
40 46 29 115 0.9 0.1 27 0 0 1 0 0 1 0 0 0 1 1
43 59 29 131 0.78 0.22 42 0 0 1 0 0 1 0 0 0 1 1
42 49 30 121 0.76 0.24 46 0 0 0 1 0 0 0 1 0 1 4
33 100 14 147 0.76 0.24 40 0 1 0 0 0 1 0 0 0 1 2
20 25 11 56 0.28 0.72 39 0 0 0 0 1 1 0 0 0 2 3
31 96 14 141 0.18 0.82 35 0 1 0 0 0 0 1 0 1 3 2
45 67 32 144 0.19 0.81 35 0 0 0 1 0 0 1 0 0 1 4
25 28 9 62 0.28 0.72 46 0 0 0 1 0 1 0 0 0 1 3
40 71 38 149 0.71 0.29 57 0 1 0 0 0 1 0 0 0 1 2
31 103 15 149 0.12 0.88 51 0 1 0 0 0 1 0 0 0 4 2
26 96 14 136 0.76 0.24 42 0 0 1 0 0 1 0 0 1 3 2
30 103 9 142 0.72 0.28 30 0 1 0 0 0 0 1 0 0 3 2
25 106 10 141 0.76 0.24 38 0 1 0 0 0 1 0 0 1 1 2
20 25 13 58 0.29 0.71 36 0 0 0 1 0 0 1 0 0 3 3
23 26 12 61 0.22 0.78 39 0 0 0 1 0 0 0 1 0 1 3
40 47 35 122 0.79 0.21 49 0 0 1 0 0 0 1 0 0 3 1
52 51 35 138 0.71 0.29 48 0 0 0 1 0 0 0 1 0 2 4
51 72 32 155 0.79 0.21 34 0 0 0 1 0 0 0 1 0 4 4
50 46 34 130 0.75 0.25 44 0 0 1 0 0 1 0 0 0 3 1
42 66 35 143 0.14 0.86 58 1 0 0 1 0 0 0 1 0 1 4
53 65 43 161 0.76 0.24 58 0 0 0 1 0 0 1 0 0 1 4
42 75 31 148 0.73 0.27 53 0 0 1 0 0 0 1 0 0 1 1
47 68 34 149 0.73 0.27 57 0 0 1 0 0 0 0 1 1 2 1
24 31 14 69 0.29 0.71 25 1 0 0 0 1 0 1 0 1 1 3
48 51 41 140 0.86 0.14 36 0 0 0 1 0 1 0 0 0 1 4
52 60 30 142 0.73 0.27 48 0 0 0 1 0 1 0 0 1 1 4
25 97 9 131 0.12 0.88 40 0 1 0 0 0 0 1 0 0 1 2
35 65 32 132 0.1 0.9 45 0 0 0 1 0 0 1 0 1 1 4
47 46 35 128 0.9 0.1 25 0 0 1 0 0 0 1 0 1 2 1
44 73 35 152 0.19 0.81 46 1 0 0 0 1 0 1 0 0 1 3
55 54 36 145 0.95 0.05 27 0 0 1 0 0 0 1 0 0 1 1
54 51 30 135 0.85 0.15 25 0 0 0 1 0 0 0 1 0 3 4
36 80 36 152 0.74 0.26 45 0 0 1 0 0 0 0 1 0 2 1
33 66 28 127 0.72 0.28 43 0 1 0 0 0 1 0 0 0 3 2
24 22 10 56 0.25 0.75 49 0 0 0 0 1 0 1 0 1 1 3
53 73 41 167 0.18 0.82 51 1 0 0 0 1 0 1 0 0 3 3
46 78 30 154 0.78 0.22 54 0 1 0 0 0 0 0 1 0 3 2
41 57 36 134 0.77 0.23 52 0 0 1 0 0 1 0 0 0 3 1
27 106 13 146 0.15 0.85 38 0 1 0 0 0 0 1 0 1 1 2
23 26 12 61 0.22 0.78 39 0 0 0 1 0 0 0 1 0 1 3
52 70 44 166 0.76 0.24 46 0 0 1 0 0 1 0 0 0 3 1
24 24 14 62 0.22 0.78 46 0 1 0 0 0 0 1 0 1 2 3
54 59 32 145 0.75 0.25 58 0 0 1 0 0 1 0 0 1 4 1
39 75 31 145 0.11 0.89 53 0 0 0 1 0 0 1 0 0 1 4
36 79 43 158 0.16 0.84 35 0 0 0 1 0 0 1 0 0 3 4
35 98 13 146 0.1 0.9 56 0 1 0 0 0 0 1 0 0 2 2
47 70 22 139 0.73 0.27 54 0 0 1 0 0 1 0 0 0 2 1
36 74 32 142 0.75 0.25 53 0 0 1 0 0 1 0 0 0 3 1
39 46 45 130 0.9 0.1 31 0 0 1 0 0 0 1 0 0 3 1
34 70 32 136 0.8 0.2 41 0 0 1 0 0 0 0 1 0 2 1
41 79 49 169 0.73 0.27 43 0 1 0 0 0 0 0 1 0 3 2
34 101 15 150 0.7 0.3 49 0 0 1 0 0 0 0 1 0 3 2
55 48 35 138 0.95 0.05 31 0 0 1 0 0 0 0 1 0 3 1
44 51 40 135 0.75 0.25 53 0 0 0 1 0 0 0 1 1 3 4
29 112 15 156 0.13 0.87 41 0 1 0 0 0 0 1 0 1 3 2
55 62 45 162 0.8 0.2 47 0 0 1 0 0 0 1 0 1 1 1
22 34 14 70 0.2 0.8 32 0 0 0 0 1 0 1 0 0 3 3
54 59 32 145 0.75 0.25 58 0 0 1 0 0 1 0 0 1 4 1
46 56 37 139 0.89 0.11 29 0 0 1 0 0 0 0 1 1 1 1
38 79 21 138 0.77 0.23 50 0 0 0 1 0 0 0 1 0 1 4
24 31 14 69 0.29 0.71 25 1 0 0 0 1 0 1 0 1 1 3
33 101 11 145 0.74 0.26 55 0 0 1 0 0 0 1 0 0 1 2
19 22 14 55 0.22 0.78 36 0 0 0 1 0 0 1 0 0 2 3
25 25 9 59 0.21 0.79 28 1 0 0 1 0 0 1 0 1 1 3
26 103 15 144 0.78 0.22 47 0 0 1 0 0 1 0 0 0 3 2
21 27 10 58 0.3 0.7 25 0 0 0 0 1 1 0 0 0 3 3
45 51 19 115 0.86 0.14 27 0 0 0 1 0 0 1 0 0 3 4
53 65 20 138 0.75 0.25 40 0 0 0 1 0 0 1 0 0 3 4
19 26 15 60 0.27 0.73 52 1 0 0 0 1 1 0 0 1 1 3
55 62 45 162 0.8 0.2 47 0 0 1 0 0 0 1 0 1 1 1
42 49 30 121 0.76 0.24 46 0 0 0 1 0 0 0 1 0 1 4
47 62 30 139 0.87 0.13 24 0 0 1 0 0 0 1 0 1 3 1
51 60 39 150 0.73 0.27 42 0 0 0 1 0 1 0 0 1 1 4
45 45 30 120 0.79 0.21 56 0 0 1 0 0 0 1 0 1 1 1
44 66 48 158 0.78 0.22 47 0 0 1 0 0 0 1 0 0 3 1
63 53 20 136 0.9 0.1 29 0 0 1 0 0 1 0 0 1 1 1
30 100 9 139 0.78 0.22 57 0 1 0 0 0 1 0 0 1 3 2
21 33 11 65 0.21 0.79 58 0 0 0 0 1 0 1 0 0 2 3
38 78 42 158 0.11 0.89 38 0 0 0 0 1 0 1 0 1 1 3
27 106 13 146 0.15 0.85 38 0 1 0 0 0 0 1 0 1 1 2
48 51 22 121 0.89 0.11 35 0 0 0 1 0 1 0 0 0 1 4
29 112 11 152 0.72 0.28 53 0 0 1 0 0 0 1 0 1 1 2
28 101 11 140 0.19 0.81 41 0 1 0 0 0 0 1 0 1 1 2
26 108 15 149 0.74 0.26 57 0 0 1 0 0 0 1 0 0 1 2
38 65 47 150 0.72 0.28 48 0 0 1 0 0 0 1 0 1 1 1
49 73 48 170 0.7 0.3 50 0 1 0 0 0 1 0 0 0 1 2
26 96 14 136 0.76 0.24 42 0 0 1 0 0 1 0 0 1 3 2
28 101 13 142 0.77 0.23 55 0 0 1 0 0 0 1 0 0 1 2
33 105 12 150 0.7 0.3 47 0 1 0 0 0 1 0 0 0 4 2
30 103 9 142 0.72 0.28 30 0 1 0 0 0 0 1 0 0 3 2
31 100 12 143 0.11 0.89 55 0 1 0 0 0 0 1 0 0 2 2
19 29 11 59 0.22 0.78 26 0 0 0 0 1 1 0 0 0 1 3
52 57 39 148 0.9 0.1 39 0 0 1 0 0 1 0 0 1 1 1
56 63 45 164 0.79 0.21 42 0 0 0 1 0 0 1 0 0 1 4
46 58 29 133 0.71 0.29 54 0 0 0 1 0 0 0 1 1 2 4
35 104 15 154 0.7 0.3 55 0 0 1 0 0 0 0 1 0 1 2
45 56 34 135 0.78 0.22 50 0 0 1 0 0 0 0 1 0 1 1
48 64 24 136 0.15 0.85 50 1 0 0 0 1 0 1 0 0 3 3
41 68 32 141 0.78 0.22 54 0 0 1 0 0 0 0 1 1 1 1
38 72 53 163 0.71 0.29 44 0 1 0 0 0 1 0 0 0 3 2
40 73 20 133 0.73 0.27 45 0 1 0 0 0 1 0 0 0 1 2
21 26 9 56 0.22 0.78 42 1 0 0 0 1 0 1 0 0 1 3
29 98 15 142 0.73 0.27 29 0 1 0 0 0 1 0 0 0 3 2
59 47 26 132 0.95 0.05 34 0 0 1 0 0 0 1 0 0 3 1
30 103 13 146 0.19 0.81 34 0 0 1 0 0 0 1 0 0 1 2
45 72 21 138 0.75 0.25 53 0 0 1 0 0 0 0 1 1 1 1
32 70 40 142 0.76 0.24 48 0 1 0 0 0 0 0 1 1 2 2
44 65 21 130 0.76 0.24 56 0 1 0 0 0 0 1 0 0 1 2
57 51 40 148 0.93 0.07 23 0 0 1 0 0 1 0 0 0 2 1
52 59 35 146 0.77 0.23 41 0 0 1 0 0 0 0 1 0 1 1
31 99 10 140 0.76 0.24 45 0 1 0 0 0 0 0 1 0 3 2
55 61 38 154 0.74 0.26 54 0 0 1 0 0 1 0 0 0 2 1
37 71 25 133 0.71 0.29 41 0 0 1 0 0 0 1 0 1 2 1
35 74 28 137 0.74 0.26 49 0 1 0 0 0 0 0 1 0 1 2
54 77 47 178 0.71 0.29 52 0 0 1 0 0 1 0 0 0 1 1
40 51 42 133 0.93 0.07 37 0 0 1 0 0 0 1 0 1 3 1
35 95 9 139 0.17 0.83 52 0 1 0 0 0 0 1 0 0 1 2
48 66 31 145 0.19 0.81 42 0 0 0 1 0 0 1 0 0 1 4
45 68 39 152 0.74 0.26 48 0 0 0 1 0 0 1 0 0 1 4
45 76 37 158 0.79 0.21 42 0 0 1 0 0 0 1 0 0 3 1
55 54 36 145 0.95 0.05 27 0 0 1 0 0 0 1 0 0 1 1
51 60 39 150 0.73 0.27 42 0 0 0 1 0 1 0 0 1 1 4
33 105 12 150 0.7 0.3 47 0 1 0 0 0 1 0 0 0 4 2
48 64 24 136 0.15 0.85 50 1 0 0 0 1 0 1 0 0 3 3
48 51 41 140 0.86 0.14 36 0 0 0 1 0 1 0 0 0 1 4
42 68 39 149 0.1 0.9 45 0 0 0 0 1 1 0 0 0 3 3
37 77 40 154 0.71 0.29 51 0 0 1 0 0 0 0 1 1 3 1
47 79 45 171 0.78 0.22 46 0 0 1 0 0 0 0 1 0 1 1
38 72 53 163 0.71 0.29 44 0 1 0 0 0 1 0 0 0 3 2
46 67 27 140 0.72 0.28 47 0 1 0 0 0 1 0 0 1 2 2
51 62 40 153 0.72 0.28 57 0 0 1 0 0 1 0 0 0 1 1
22 36 13 71 0.28 0.72 55 0 0 0 0 1 1 0 0 0 1 3
35 104 13 152 0.71 0.29 49 0 1 0 0 0 0 0 1 1 1 2
53 71 44 168 0.7 0.3 52 0 0 1 0 0 0 1 0 1 3 1
49 50 32 131 0.9 0.1 24 0 0 1 0 0 0 0 1 0 3 1
32 103 9 144 0.76 0.24 48 0 1 0 0 0 0 1 0 1 2 2
52 79 32 163 0.75 0.25 56 0 0 0 1 0 0 0 1 0 1 4
45 68 39 152 0.74 0.26 48 0 0 0 1 0 0 1 0 0 1 4
33 104 12 149 0.79 0.21 54 0 0 1 0 0 0 1 0 0 1 2
70 49 48 167 0.92 0.08 37 0 0 1 0 0 0 1 0 1 2 1
39 62 41 142 0.93 0.07 26 0 0 1 0 0 0 0 1 0 1 1
45 51 19 115 0.86 0.14 27 0 0 0 1 0 0 1 0 0 3 4
40 49 37 126 0.8 0.2 52 0 0 1 0 0 1 0 0 0 2 1
39 55 44 138 0.77 0.23 55 0 0 0 1 0 0 0 1 0 1 4
52 79 45 176 0.78 0.22 46 0 1 0 0 0 1 0 0 0 1 2
49 49 40 138 0.73 0.27 46 0 0 0 1 0 0 1 0 1 2 4
59 62 42 163 0.14 0.86 43 0 0 0 0 1 0 1 0 1 1 4
42 70 19 131 0.74 0.26 58 0 0 1 0 0 0 0 1 0 4 1
