COCINA_ELECTRICA,LAVANDERIA,AIREACONDICIONADO,PCT_USODIA,PCT_USONOCHE,ENMORA,LLAMADASACALLCENTER,REGION,ANTIGUEDAD_CLIENTE,USUARIO_CANAL_DIGITAL,PUNTO_PAGO
44,50,38,0.79,0.21,0,1,1,49,0,1
35,95,9,0.17,0.83,0,0,2,52,0,1
47,59,45,0.92,0.08,0,2,3,25,0,3
27,106,12,0.76,0.24,0,0,1,48,1,3
45,78,47,0.94,0.06,0,1,1,23,0,1
35,95,9,0.17,0.83,0,0,2,52,0,1
52,60,30,0.76,0.24,0,1,1,47,0,1
26,97,10,0.7,0.3,0,1,3,51,1,3
34,70,32,0.8,0.2,0,1,3,41,0,2
52,67,42,0.75,0.25,0,1,2,53,0,3
50,76,51,0.78,0.22,1,0,2,40,1,1
23,23,13,0.26,0.74,0,2,3,26,0,1
42,60,39,0.92,0.08,0,1,1,36,0,3
21,35,10,0.24,0.76,1,3,2,45,0,3
48,51,41,0.86,0.14,0,2,1,36,0,1
46,54,32,0.88,0.12,0,1,2,22,0,1
20,24,10,0.3,0.7,1,2,2,48,0,1
35,80,22,0.74,0.26,0,0,1,55,0,4
40,61,35,0.89,0.11,0,2,2,22,0,2
48,62,31,0.87,0.13,0,1,1,40,0,4
53,61,39,0.73,0.27,0,2,3,49,0,3
51,62,34,0.89,0.11,0,1,1,25,0,1
22,33,12,0.26,0.74,0,3,2,56,0,1
67,52,35,0.73,0.27,0,2,3,45,1,1
19,37,10,0.22,0.78,0,2,2,53,0,1
28,108,10,0.75,0.25,0,1,1,48,0,3
54,55,31,0.77,0.23,0,2,2,57,1,3
42,71,37,0.17,0.83,0,2,2,40,1,3
21,23,10,0.28,0.72,0,3,2,43,0,1
43,73,36,0.75,0.25,0,0,1,50,1,1
52,58,32,0.91,0.09,0,1,1,24,0,2
42,77,55,0.78,0.22,0,1,2,51,0,1
25,25,9,0.21,0.79,1,2,2,28,1,1
46,67,27,0.72,0.28,0,0,1,47,1,2
42,78,54,0.73,0.27,0,0,1,43,0,1
44,73,41,0.78,0.22,0,1,3,45,0,1
34,105,9,0.73,0.27,0,0,3,35,0,3
45,60,37,0.76,0.24,0,1,3,51,1,3
49,68,50,0.7,0.3,0,1,3,45,0,3
60,66,29,0.87,0.13,1,3,2,34,1,3
41,57,36,0.77,0.23,0,1,1,52,0,3
53,71,44,0.7,0.3,0,1,2,52,1,3
46,75,49,0.71,0.29,0,1,1,46,0,3
52,59,35,0.77,0.23,0,1,3,41,0,1
32,66,20,0.77,0.23,0,1,2,50,0,1
33,98,14,0.72,0.28,0,0,1,24,1,3
47,48,33,0.77,0.23,0,2,2,46,0,1
33,103,11,0.8,0.2,0,0,2,28,0,1
46,57,34,0.73,0.27,0,1,2,51,0,3
29,111,9,0.75,0.25,0,1,3,26,0,4
52,67,41,0.75,0.25,0,0,1,46,0,3
47,56,30,0.8,0.2,0,1,2,54,1,3
47,70,22,0.73,0.27,0,1,1,54,0,2
53,62,50,0.88,0.12,0,1,2,37,0,3
54,67,38,0.72,0.28,0,1,1,55,1,2
43,56,41,0.87,0.13,0,2,2,36,0,1
54,59,28,0.94,0.06,0,1,1,39,1,3
29,111,9,0.75,0.25,0,1,3,26,0,4
39,78,31,0.14,0.86,1,2,2,35,0,3
26,103,15,0.78,0.22,0,1,1,47,0,3
28,105,11,0.14,0.86,0,0,2,50,0,4
24,22,15,0.22,0.78,0,3,2,58,0,2
49,64,21,0.9,0.1,0,2,2,26,0,2
35,106,15,0.74,0.26,0,0,3,46,1,1
37,76,29,0.17,0.83,1,3,2,37,0,3
55,61,38,0.74,0.26,0,1,1,54,0,2
33,101,11,0.74,0.26,0,1,2,55,0,1
46,56,37,0.74,0.26,0,1,3,49,0,3
22,35,12,0.29,0.71,0,3,1,31,1,1
26,101,15,0.13,0.87,0,0,2,49,0,1
45,60,37,0.76,0.24,0,1,3,51,1,3
53,69,23,0.74,0.26,0,0,3,49,0,4
23,28,14,0.23,0.77,1,2,2,27,0,1
52,58,32,0.91,0.09,0,1,1,24,0,2
54,75,26,0.94,0.06,0,1,2,24,0,3
51,62,40,0.72,0.28,0,1,1,57,0,1
45,56,33,0.79,0.21,0,1,2,49,0,3
52,60,30,0.76,0.24,0,1,1,47,0,1
45,45,30,0.79,0.21,0,1,2,56,1,1
52,78,36,0.79,0.21,0,2,1,52,0,2
41,68,41,0.76,0.24,0,1,1,48,0,1
26,96,10,0.75,0.25,0,0,1,57,0,4
45,45,30,0.79,0.21,0,1,2,56,1,1
29,112,11,0.72,0.28,0,1,2,53,1,1
47,71,33,0.91,0.09,0,2,1,30,1,1
33,105,12,0.7,0.3,0,0,1,47,0,4
60,66,29,0.87,0.13,1,3,2,34,1,3
35,80,22,0.74,0.26,0,0,1,55,0,4
42,66,35,0.14,0.86,1,2,3,58,0,1
28,98,10,0.77,0.23,0,0,2,44,0,3
28,101,11,0.19,0.81,0,0,2,41,1,1
40,51,42,0.93,0.07,0,1,2,37,1,3
40,61,40,0.75,0.25,0,1,3,42,1,3
26,97,10,0.7,0.3,0,1,3,51,1,3
55,64,42,0.78,0.22,0,2,3,46,1,1
48,60,32,0.77,0.23,0,2,2,45,0,3
40,61,40,0.71,0.29,0,1,1,56,0,3
35,108,9,0.12,0.88,0,0,2,34,1,3
25,96,13,0.78,0.22,0,1,2,55,0,2
37,74,55,0.78,0.22,0,1,2,49,0,4
31,96,14,0.18,0.82,0,0,2,35,1,3
26,102,14,0.79,0.21,0,0,1,29,0,1
21,33,11,0.21,0.79,0,3,2,58,0,2
24,22,15,0.22,0.78,0,3,2,58,0,2
40,58,34,0.78,0.22,0,1,2,47,0,3
43,59,29,0.78,0.22,0,1,1,42,0,1
54,77,47,0.71,0.29,0,1,1,52,0,1
39,68,28,0.16,0.84,0,2,2,44,1,3
47,78,49,0.74,0.26,0,0,1,43,0,1
52,79,32,0.75,0.25,0,2,3,56,0,1
52,67,41,0.75,0.25,0,0,1,46,0,3
42,78,54,0.73,0.27,0,0,1,43,0,1
50,49,30,0.74,0.26,0,1,2,48,0,1
20,24,15,0.24,0.76,1,3,2,32,0,1
33,65,25,0.8,0.2,0,2,1,57,0,3
76,47,39,0.72,0.28,0,2,1,44,0,3
59,47,26,0.95,0.05,0,1,2,34,0,3
23,28,14,0.23,0.77,1,2,2,27,0,1
54,55,32,0.88,0.12,0,1,1,29,0,1
46,54,32,0.88,0.12,0,1,2,22,0,1
40,47,35,0.79,0.21,0,1,2,49,0,3
34,69,35,0.19,0.81,1,2,1,49,0,3
28,105,11,0.14,0.86,0,0,2,50,0,4
49,74,53,0.73,0.27,0,0,1,57,1,3
32,101,11,0.16,0.84,0,0,2,41,0,1
46,50,42,0.75,0.25,0,1,2,40,1,2
45,51,19,0.86,0.14,0,2,2,27,0,3
26,96,14,0.76,0.24,0,1,1,42,1,3
53,55,34,0.79,0.21,0,1,2,45,1,3
55,53,40,0.93,0.07,0,1,1,26,0,1
55,64,42,0.78,0.22,0,2,3,46,1,1
42,80,45,0.77,0.23,0,1,3,47,0,1
23,23,13,0.26,0.74,0,2,3,26,0,1
28,103,15,0.72,0.28,0,0,1,52,0,1
44,65,43,0.76,0.24,0,1,1,56,0,1
53,73,41,0.18,0.82,1,3,2,51,0,3
39,78,31,0.14,0.86,1,2,2,35,0,3
29,98,15,0.73,0.27,0,0,1,29,0,3
52,46,31,0.72,0.28,0,1,3,58,0,3
46,49,45,0.74,0.26,0,1,2,41,1,1
25,106,10,0.76,0.24,0,0,1,38,1,1
55,64,42,0.78,0.22,0,2,3,46,1,1
21,35,10,0.24,0.76,1,3,2,45,0,3
25,108,9,0.73,0.27,0,1,3,43,0,1
42,72,28,0.79,0.21,0,2,1,32,1,4
54,47,42,0.92,0.08,0,1,3,32,0,1
50,49,30,0.74,0.26,0,1,2,48,0,1
44,54,41,0.71,0.29,0,1,1,56,0,2
22,34,14,0.2,0.8,0,3,2,32,0,3
26,101,15,0.13,0.87,0,0,2,49,0,1
46,46,20,0.88,0.12,0,1,3,40,0,3
48,69,55,0.74,0.26,0,1,1,45,0,2
52,60,30,0.76,0.24,0,1,1,47,0,1
19,22,14,0.22,0.78,0,2,2,36,0,2
35,105,11,0.72,0.28,0,1,3,26,0,3
34,101,15,0.7,0.3,0,1,3,49,0,3
33,98,14,0.15,0.85,0,0,2,57,0,3
27,103,15,0.75,0.25,0,0,2,24,0,3
51,60,35,0.88,0.12,0,1,3,22,0,1
28,108,9,0.75,0.25,0,0,1,36,0,3
45,60,29,0.8,0.2,0,1,1,47,0,3
44,46,45,0.8,0.2,0,2,2,48,0,3
42,72,28,0.79,0.21,0,2,1,32,1,4
20,34,15,0.26,0.74,1,2,2,51,0,4
54,51,30,0.85,0.15,0,2,3,25,0,3
31,109,12,0.73,0.27,0,1,3,46,0,2
42,72,28,0.79,0.21,0,2,1,32,1,4
25,25,9,0.21,0.79,1,2,2,28,1,1
52,76,23,0.15,0.85,0,3,2,36,0,1
47,55,45,0.77,0.23,0,2,2,47,1,4
42,78,54,0.73,0.27,0,0,1,43,0,1
47,61,33,0.87,0.13,0,2,3,29,0,1
32,100,15,0.72,0.28,1,0,1,55,0,1
50,49,30,0.74,0.26,0,1,2,48,0,1
35,111,9,0.73,0.27,0,1,3,55,0,2
22,34,14,0.2,0.8,0,3,2,32,0,3
38,65,55,0.74,0.26,0,0,3,57,0,1
29,107,9,0.75,0.25,0,0,3,42,0,3
21,26,9,0.22,0.78,1,3,2,42,0,1
52,58,32,0.91,0.09,0,1,1,24,0,2
47,70,22,0.73,0.27,0,1,1,54,0,2
32,65,43,0.71,0.29,0,1,3,48,0,2
35,112,10,0.13,0.87,0,0,2,36,0,1
54,59,32,0.75,0.25,0,1,1,58,1,4
29,107,12,0.15,0.85,0,0,2,48,0,2
47,54,42,0.77,0.23,0,1,1,46,1,3
49,47,37,0.88,0.12,0,1,3,28,0,3
28,99,14,0.74,0.26,0,0,3,32,0,1
53,61,39,0.73,0.27,0,2,3,49,0,3
19,22,14,0.22,0.78,0,2,2,36,0,2
52,69,55,0.73,0.27,0,1,2,55,0,1
26,97,10,0.7,0.3,0,1,3,51,1,3
52,67,41,0.75,0.25,0,0,1,46,0,3
33,105,12,0.7,0.3,0,0,1,47,0,4
40,51,42,0.93,0.07,0,1,2,37,1,3
35,108,13,0.75,0.25,0,0,2,34,1,1
29,111,9,0.75,0.25,0,1,3,26,0,4
39,75,42,0.78,0.22,0,2,3,33,1,2
51,55,32,0.86,0.14,0,1,3,26,0,1
44,49,37,0.88,0.12,0,2,3,27,1,1
49,80,31,0.79,0.21,1,0,1,53,0,3
52,51,35,0.71,0.29,0,2,3,48,0,2
21,27,10,0.3,0.7,0,3,1,25,0,3
47,68,34,0.73,0.27,0,1,3,57,1,2
52,57,39,0.91,0.09,0,1,2,24,1,4
49,66,24,0.73,0.27,0,2,1,43,1,1
53,55,34,0.79,0.21,0,1,2,45,1,3
57,51,40,0.93,0.07,0,1,1,23,0,2
56,63,45,0.79,0.21,0,2,2,42,0,1
32,70,40,0.76,0.24,0,0,3,48,1,2
42,61,43,0.95,0.05,0,1,1,29,0,1
40,78,49,0.75,0.25,0,1,1,50,0,1
47,71,33,0.91,0.09,0,2,1,30,1,1
52,53,45,0.7,0.3,0,1,2,54,0,1
53,65,43,0.76,0.24,0,2,2,58,0,1
36,78,30,0.78,0.22,0,1,1,58,1,3
52,79,32,0.75,0.25,0,2,3,56,0,1
20,24,10,0.3,0.7,1,2,2,48,0,1
44,66,48,0.78,0.22,0,1,2,47,0,3
48,61,23,0.87,0.13,0,2,1,22,0,3
49,73,43,0.12,0.88,1,2,2,53,0,3
20,28,9,0.24,0.76,1,3,2,45,0,2
47,78,38,0.76,0.24,0,1,3,51,1,3
25,38,13,0.21,0.79,1,2,2,23,0,1
58,58,33,0.89,0.11,0,1,3,22,1,2
48,51,41,0.86,0.14,0,2,1,36,0,1
52,79,32,0.75,0.25,0,2,3,56,0,1
40,73,20,0.73,0.27,0,0,1,45,0,1
50,47,34,0.7,0.3,0,1,2,40,1,4
31,107,14,0.74,0.26,0,1,1,58,0,3
56,63,45,0.79,0.21,0,2,2,42,0,1
39,51,35,0.73,0.27,0,1,1,42,0,2
20,22,9,0.21,0.79,1,3,2,45,0,1
55,64,42,0.78,0.22,0,2,3,46,1,1
47,51,43,0.95,0.05,0,1,3,34,0,3
54,70,47,0.87,0.13,0,2,3,34,0,1
33,112,9,0.75,0.25,0,0,2,47,0,1
55,53,40,0.93,0.07,0,1,1,26,0,1
41,77,32,0.11,0.89,0,2,2,47,0,1
48,50,42,0.9,0.1,0,1,3,29,0,3
19,22,14,0.22,0.78,0,2,2,36,0,2
33,101,11,0.74,0.26,0,1,2,55,0,1
54,66,22,0.77,0.23,0,1,3,46,0,2
51,54,43,0.71,0.29,0,1,3,55,1,4
39,51,44,0.72,0.28,0,2,1,55,0,4
51,74,20,0.75,0.25,0,0,3,47,0,3
55,54,36,0.95,0.05,0,1,2,27,0,1
63,53,20,0.9,0.1,0,1,1,29,1,1
44,48,48,0.89,0.11,0,2,1,25,1,3
47,56,41,0.78,0.22,0,1,1,50,0,3
19,37,10,0.22,0.78,0,2,2,53,0,1
43,65,42,0.89,0.11,0,2,2,35,0,1
55,62,42,0.15,0.85,0,2,2,44,0,3
31,103,15,0.12,0.88,0,0,1,51,0,4
50,67,25,0.86,0.14,1,3,2,35,1,1
32,66,20,0.77,0.23,0,1,2,50,0,1
54,70,47,0.87,0.13,0,2,3,34,0,1
53,55,34,0.79,0.21,0,1,2,45,1,3
39,46,45,0.9,0.1,0,1,2,31,0,3
34,69,35,0.19,0.81,1,2,1,49,0,3
24,22,10,0.25,0.75,0,3,2,49,1,1
36,78,30,0.78,0.22,0,1,1,58,1,3
35,111,9,0.73,0.27,0,1,3,55,0,2
27,108,14,0.73,0.27,0,0,1,31,0,2
45,60,37,0.76,0.24,0,1,3,51,1,3
29,111,14,0.79,0.21,0,0,2,47,0,3
45,76,37,0.79,0.21,0,1,2,42,0,3
20,25,11,0.28,0.72,0,3,1,39,0,2
21,23,10,0.28,0.72,0,3,2,43,0,1
30,103,9,0.72,0.28,0,0,2,30,0,3
31,97,11,0.71,0.29,0,0,3,44,0,3
49,69,28,0.77,0.23,0,1,1,51,0,1
70,49,48,0.92,0.08,0,1,2,37,1,2
37,76,29,0.17,0.83,1,3,2,37,0,3
54,54,30,0.89,0.11,0,2,3,32,1,3
37,69,21,0.77,0.23,0,1,2,42,1,3
39,51,44,0.72,0.28,0,2,1,55,0,4
35,76,29,0.1,0.9,0,3,2,46,0,4
33,100,14,0.76,0.24,0,0,1,40,0,1
48,57,47,0.95,0.05,0,2,3,32,1,2
47,68,34,0.73,0.27,0,1,3,57,1,2
20,25,11,0.28,0.72,0,3,1,39,0,2
32,65,43,0.71,0.29,0,1,3,48,0,2
49,76,30,0.14,0.86,0,3,2,44,0,3
51,54,43,0.71,0.29,0,1,3,55,1,4
42,60,39,0.92,0.08,0,1,1,36,0,3
20,24,15,0.24,0.76,1,3,2,32,0,1
47,48,33,0.77,0.23,0,2,2,46,0,1
52,80,32,0.74,0.26,0,1,1,29,0,3
25,108,9,0.73,0.27,0,1,3,43,0,1
53,72,24,0.71,0.29,0,2,3,38,0,1
46,67,27,0.72,0.28,0,0,1,47,1,2
44,73,22,0.1,0.9,0,2,2,40,0,1
22,29,15,0.22,0.78,1,3,3,26,0,1
35,108,13,0.75,0.25,0,0,2,34,1,1
35,104,13,0.71,0.29,0,0,3,49,1,1
33,98,14,0.72,0.28,0,0,1,24,1,3
56,63,45,0.79,0.21,0,2,2,42,0,1
41,61,45,0.18,0.82,1,3,3,44,0,3
25,109,12,0.74,0.26,0,1,1,44,0,2
25,98,11,0.77,0.23,0,1,3,56,0,2
49,73,48,0.7,0.3,0,0,1,50,0,1
27,97,14,0.77,0.23,0,0,3,29,0,3
55,54,36,0.95,0.05,0,1,2,27,0,1
54,60,30,0.91,0.09,0,1,3,25,0,2
24,28,11,0.23,0.77,1,2,2,58,0,1
31,96,14,0.18,0.82,0,0,2,35,1,3
23,23,13,0.26,0.74,0,2,3,26,0,1
63,64,39,0.87,0.13,0,2,1,22,0,3
67,56,45,0.87,0.13,0,2,2,26,0,1
45,68,39,0.74,0.26,0,2,2,48,0,1
52,57,39,0.9,0.1,0,1,1,39,1,1
48,66,24,0.74,0.26,0,0,3,47,1,3
27,97,14,0.77,0.23,0,0,3,29,0,3
35,76,29,0.1,0.9,0,3,2,46,0,4
47,54,42,0.77,0.23,0,1,1,46,1,3
51,76,35,0.73,0.27,0,0,3,53,0,1
30,100,9,0.78,0.22,0,0,1,57,1,3
45,55,44,0.76,0.24,0,1,2,45,0,2
29,112,13,0.17,0.83,0,0,2,37,1,4
55,53,40,0.93,0.07,0,1,1,26,0,1
34,98,14,0.16,0.84,0,1,1,37,0,1
34,105,9,0.73,0.27,0,0,3,35,0,3
34,66,23,0.88,0.12,0,2,2,24,1,1
48,69,55,0.74,0.26,0,1,1,45,0,2
55,53,40,0.93,0.07,0,1,1,26,0,1
25,33,14,0.28,0.72,1,2,2,36,0,1
32,100,15,0.72,0.28,1,0,1,55,0,1
44,65,21,0.76,0.24,0,0,2,56,0,1
45,72,21,0.75,0.25,0,1,3,53,1,1
45,72,21,0.75,0.25,0,1,3,53,1,1
33,101,14,0.72,0.28,0,1,1,58,0,3
38,67,47,0.76,0.24,0,1,3,42,1,3
37,74,55,0.78,0.22,0,1,2,49,0,4
37,77,40,0.71,0.29,0,1,3,51,1,3
48,62,31,0.87,0.13,0,1,1,40,0,4
35,111,9,0.73,0.27,0,1,3,55,0,2
47,68,34,0.73,0.27,0,1,3,57,1,2
49,55,34,0.18,0.82,0,2,2,48,0,3
38,78,42,0.11,0.89,0,3,2,38,1,1
44,52,33,0.71,0.29,0,1,1,47,0,2
23,28,14,0.23,0.77,1,2,2,27,0,1
24,28,11,0.23,0.77,1,2,2,58,0,1
28,103,15,0.72,0.28,0,0,1,52,0,1
19,22,14,0.22,0.78,0,2,2,36,0,2
45,72,19,0.77,0.23,0,0,3,56,0,3
51,51,33,0.77,0.23,0,1,2,47,0,1
26,97,15,0.72,0.28,0,0,2,56,0,1
52,68,46,0.8,0.2,1,1,3,56,0,1
48,66,24,0.74,0.26,0,0,3,47,1,3
41,61,45,0.18,0.82,1,3,3,44,0,3
31,96,14,0.18,0.82,0,0,2,35,1,3
26,101,15,0.13,0.87,0,0,2,49,0,1
47,62,30,0.87,0.13,0,1,2,24,1,3
51,55,39,0.78,0.22,0,2,2,44,0,2
35,111,10,0.15,0.85,0,0,2,57,0,2
48,52,44,0.89,0.11,0,2,2,25,0,3
47,56,30,0.8,0.2,0,1,2,54,1,3
29,111,9,0.75,0.25,0,1,3,26,0,4
36,80,36,0.74,0.26,0,1,3,45,0,2
33,104,12,0.79,0.21,0,1,2,54,0,1
54,75,26,0.94,0.06,0,1,2,24,0,3
47,76,30,0.73,0.27,0,0,2,53,1,3
46,71,40,0.15,0.85,1,2,2,53,1,1
54,47,42,0.92,0.08,0,1,3,32,0,1
40,61,40,0.75,0.25,0,1,3,42,1,3
70,49,48,0.92,0.08,0,1,2,37,1,2
27,100,9,0.15,0.85,0,0,2,51,0,1
41,53,33,0.75,0.25,0,1,2,56,0,1
47,70,26,0.79,0.21,0,1,1,55,0,1
34,105,13,0.75,0.25,0,0,2,41,0,4
44,65,43,0.76,0.24,0,1,1,56,0,1
55,52,44,0.77,0.23,0,2,2,41,0,2
42,73,54,0.94,0.06,0,1,1,28,0,1
31,108,15,0.71,0.29,0,1,3,57,1,1
26,99,12,0.13,0.87,0,1,2,35,1,2
33,105,12,0.7,0.3,0,0,1,47,0,4
52,78,36,0.79,0.21,0,2,1,52,0,2
37,76,22,0.72,0.28,0,1,3,46,0,3
37,71,25,0.71,0.29,0,1,2,41,1,2
53,55,34,0.79,0.21,0,1,2,45,1,3
33,100,14,0.76,0.24,0,0,1,40,0,1
26,96,14,0.76,0.24,0,1,1,42,1,3
47,58,33,0.75,0.25,0,2,2,52,0,3
46,50,31,0.88,0.12,0,2,1,25,1,1
43,60,41,0.73,0.27,0,2,1,56,1,3
54,67,38,0.72,0.28,0,1,1,55,1,2
21,36,15,0.29,0.71,0,3,1,39,0,1
51,48,42,0.92,0.08,0,1,2,38,1,3
76,47,39,0.72,0.28,0,2,1,44,0,3
47,48,38,0.92,0.08,0,1,2,36,0,1
46,78,30,0.78,0.22,0,0,3,54,0,3
41,68,32,0.78,0.22,0,1,3,54,1,1
25,25,9,0.21,0.79,1,2,2,28,1,1
25,96,13,0.78,0.22,0,1,2,55,0,2
21,28,14,0.22,0.78,0,2,1,44,0,3
21,30,13,0.26,0.74,0,3,2,45,0,1
47,76,30,0.73,0.27,0,0,2,53,1,3
20,37,15,0.25,0.75,1,2,2,55,0,2
34,70,32,0.8,0.2,0,1,3,41,0,2
22,34,14,0.2,0.8,0,3,2,32,0,3
37,74,55,0.78,0.22,0,1,2,49,0,4
36,77,29,0.8,0.2,0,2,2,40,1,3
29,112,13,0.17,0.83,0,0,2,37,1,4
28,108,9,0.76,0.24,1,0,1,51,0,3
39,62,37,0.72,0.28,0,1,3,55,0,4
22,25,11,0.26,0.74,1,2,1,57,1,3
32,112,15,0.15,0.85,0,0,2,47,0,1
45,78,47,0.94,0.06,0,1,1,23,0,1
43,65,42,0.89,0.11,0,2,2,35,0,1
51,60,39,0.73,0.27,0,2,1,42,1,1
50,66,24,0.77,0.23,0,1,3,42,1,1
60,66,29,0.87,0.13,1,3,2,34,1,3
28,98,10,0.1,0.9,0,0,1,49,0,1
44,47,36,0.79,0.21,0,2,1,56,0,1
39,58,37,0.86,0.14,0,2,3,40,0,1
45,50,44,0.75,0.25,0,1,3,47,0,1
54,59,32,0.75,0.25,0,1,1,58,1,4
52,67,41,0.75,0.25,0,0,1,46,0,3
28,108,9,0.76,0.24,1,0,1,51,0,3
38,75,34,0.14,0.86,0,2,2,49,1,1
44,65,21,0.76,0.24,0,0,2,56,0,1
49,66,48,0.78,0.22,0,1,2,50,1,1
52,51,35,0.71,0.29,0,2,3,48,0,2
39,51,35,0.73,0.27,0,1,1,42,0,2
35,111,10,0.15,0.85,0,0,2,57,0,2
49,73,48,0.7,0.3,0,0,1,50,0,1
47,56,41,0.78,0.22,0,1,1,50,0,3
59,47,26,0.95,0.05,0,1,2,34,0,3
51,60,35,0.88,0.12,0,1,3,22,0,1
29,98,12,0.73,0.27,1,1,1,32,1,1
44,73,35,0.19,0.81,1,3,2,46,0,1
44,47,39,0.74,0.26,0,1,2,48,0,1
39,45,37,0.77,0.23,0,1,2,40,1,1
45,45,30,0.79,0.21,0,1,2,56,1,1
32,102,15,0.79,0.21,0,1,2,47,0,1
48,69,55,0.74,0.26,0,1,1,45,0,2
45,60,37,0.76,0.24,0,1,3,51,1,3
52,51,35,0.71,0.29,0,2,3,48,0,2
43,48,43,0.94,0.06,0,2,3,23,0,2
47,78,49,0.74,0.26,0,0,1,43,0,1
39,68,28,0.16,0.84,0,2,2,44,1,3
52,61,34,0.91,0.09,0,1,1,24,0,1
48,66,24,0.74,0.26,0,0,3,47,1,3
39,51,35,0.73,0.27,0,1,1,42,0,2
34,97,13,0.12,0.88,0,0,2,45,0,3
23,26,12,0.22,0.78,0,2,3,39,0,1
35,95,9,0.17,0.83,0,0,2,52,0,1
39,76,23,0.71,0.29,0,0,3,41,0,1
27,103,15,0.75,0.25,0,0,2,24,0,3
46,58,42,0.89,0.11,0,2,1,28,0,3
34,66,45,0.72,0.28,0,0,2,43,1,1
46,78,30,0.78,0.22,0,0,3,54,0,3
60,55,31,0.72,0.28,0,2,3,55,1,2
35,112,10,0.13,0.87,0,0,2,36,0,1
46,49,45,0.74,0.26,0,1,2,41,1,1
44,66,48,0.78,0.22,0,1,2,47,0,3
54,59,32,0.75,0.25,0,1,1,58,1,4
46,55,33,0.94,0.06,0,1,3,26,0,1
22,27,13,0.23,0.77,0,2,2,39,0,1
43,60,41,0.73,0.27,0,2,1,56,1,3
32,105,15,0.73,0.27,0,0,3,35,1,3
49,66,24,0.73,0.27,0,2,1,43,1,1
54,59,32,0.75,0.25,0,1,1,58,1,4
35,108,13,0.75,0.25,0,0,2,34,1,1
30,102,15,0.18,0.82,0,0,2,48,0,2
24,22,10,0.25,0.75,0,3,2,49,1,1
33,65,25,0.8,0.2,0,2,1,57,0,3
47,54,42,0.77,0.23,0,1,1,46,1,3
44,52,33,0.71,0.29,0,1,1,47,0,2
46,50,42,0.75,0.25,0,1,2,40,1,2
70,49,48,0.92,0.08,0,1,2,37,1,2
52,57,55,0.74,0.26,0,2,1,40,1,2
52,78,36,0.79,0.21,0,2,1,52,0,2
21,36,15,0.29,0.71,0,3,1,39,0,1
52,79,32,0.75,0.25,0,2,3,56,0,1
54,59,32,0.75,0.25,0,1,1,58,1,4
22,34,14,0.2,0.8,0,3,2,32,0,3
54,45,32,0.86,0.14,0,2,3,24,0,1
26,99,12,0.13,0.87,0,1,2,35,1,2
45,60,37,0.76,0.24,0,1,3,51,1,3
42,73,54,0.94,0.06,0,1,1,28,0,1
41,57,36,0.77,0.23,0,1,1,52,0,3
29,107,12,0.15,0.85,0,0,2,48,0,2
48,58,42,0.92,0.08,0,1,3,39,0,1
43,56,41,0.87,0.13,0,2,2,36,0,1
45,56,29,0.15,0.85,1,2,2,46,0,3
48,48,41,0.88,0.12,0,1,2,32,1,1
52,52,40,0.77,0.23,0,1,3,40,1,3
39,62,41,0.93,0.07,0,1,3,26,0,1
49,69,28,0.77,0.23,0,1,1,51,0,1
44,46,43,0.77,0.23,0,2,2,49,1,1
48,70,22,0.76,0.24,0,1,1,48,0,1
40,51,42,0.93,0.07,0,1,2,37,1,3
51,60,35,0.88,0.12,0,1,3,22,0,1
38,75,25,0.76,0.24,0,1,1,42,0,1
19,26,15,0.27,0.73,1,3,1,52,1,1
21,36,15,0.29,0.71,0,3,1,39,0,1
26,97,10,0.7,0.3,0,1,3,51,1,3
48,80,41,0.73,0.27,0,1,2,49,0,2
32,112,12,0.18,0.82,0,0,3,53,0,2
39,58,37,0.86,0.14,0,2,3,40,0,1
40,61,40,0.75,0.25,0,1,3,42,1,3
46,56,43,0.7,0.3,0,1,1,41,1,2
52,70,44,0.76,0.24,0,1,1,46,0,3
46,56,37,0.89,0.11,0,1,3,29,1,1
55,53,40,0.93,0.07,0,1,1,26,0,1
25,28,9,0.28,0.72,0,2,1,46,0,1
26,99,10,0.11,0.89,0,0,2,49,0,1
32,66,20,0.77,0.23,0,1,2,50,0,1
45,78,47,0.94,0.06,0,1,1,23,0,1
44,55,45,0.72,0.28,0,1,3,47,0,4
31,97,10,0.73,0.27,0,0,1,44,0,3
37,70,42,0.18,0.82,0,3,2,58,1,1
19,29,11,0.22,0.78,0,3,1,26,0,1
33,95,10,0.16,0.84,0,1,2,45,0,1
55,64,42,0.78,0.22,0,2,3,46,1,1
45,46,44,0.9,0.1,0,1,3,32,1,1
42,71,37,0.17,0.83,0,2,2,40,1,3
47,78,49,0.74,0.26,0,0,1,43,0,1
44,47,45,0.86,0.14,0,1,3,38,0,3
38,75,34,0.14,0.86,0,2,2,49,1,1
41,46,43,0.91,0.09,0,1,2,39,0,2
58,58,33,0.89,0.11,0,1,3,22,1,2
40,47,35,0.79,0.21,0,1,2,49,0,3
49,64,21,0.9,0.1,0,2,2,26,0,2
54,55,31,0.77,0.23,0,2,2,57,1,3
44,66,48,0.78,0.22,0,1,2,47,0,3
49,69,28,0.77,0.23,0,1,1,51,0,1
52,70,44,0.76,0.24,0,1,1,46,0,3
35,111,10,0.15,0.85,0,0,2,57,0,2
42,61,30,0.78,0.22,0,2,3,58,0,2
22,28,10,0.22,0.78,1,3,2,33,0,4
